,카테고리,제목,청원종료일,참여인원,URL
180,인권/성평등,합정 **** 불법 누드촬영,2018-06-16,"201,590",https://www1.president.go.kr/petitions/235102
181,반려동물,동물 학대 처벌 강화 그리고 유해 유튜브(유튜버 ***) 단속 강화 청원,2019-08-28,"201,320",https://www1.president.go.kr/petitions/581713
182,인권/성평등,포항 약국 칼부림 사건의 가해 남성을 제대로 처벌하라.,2018-11-17,"197,343",https://www1.president.go.kr/petitions/410261
183,육아/교육,초중고 전면적인 개학 연기를 요청합니다,2020-03-20,"190,997",https://www1.president.go.kr/petitions/585230
184,정치개혁,성역없는 공수처 신설 50만 국민 재청원,2019-04-02,"188,417",https://www1.president.go.kr/petitions/545372
185,안전/환경,고아가 된 초등학생에게 소송을 건 보험회사가 어딘지 밝혀주세요!,2020-04-23,"187,543",https://www1.president.go.kr/petitions/587077
186,정치개혁,조국 법무부장관 예정자 특검 수사를 청원합니다.,2019-09-22,"183,173",https://www1.president.go.kr/petitions/582241
187,인권/성평등,트라이애슬론 유망주의 억울함을 풀어주시기를 바랍니다.,2020-08-01,"181,242",https://www1.president.go.kr/petitions/590299
188,육아/교육,등교 개학은 누굴 위한 것입니까?,2020-06-20,"179,950",https://www1.president.go.kr/petitions/589104
189,기타,인천 여중생 자살 가해자 강력처벌 희망 요망,2018-09-18,"176,493",https://www1.president.go.kr/petitions/347470
190,인권/성평등,"이수역 폭행사건의 철저한 수사와 진상규명을 촉구하며, 가해여성의 성추행과 모욕죄 처벌을 요청합니다.",2018-12-15,"171,347",https://www1.president.go.kr/petitions/443174
191,인권/성평등,어린이집에서 성폭행을 당했습니다.제발 제발 읽어주세요,2020-01-01,"168,040",https://www1.president.go.kr/petitions/583829
192,정치개혁,불법폭력조직 코마트레이드와 연루된 성남시장 은수미와 경기도지사 이재명 즉각 사퇴하라,2018-08-21,"163,917",https://www1.president.go.kr/petitions/314212
193,안전/환경,"고유정 의붓아들 사망사건 관련 청주상당경찰서의 부실, 불법 수사 의혹에 대한 철저한 조사와 처벌, 그리고 이에 관한 민갑룡 경찰청장님의 답변을 바랍니다.",2019-08-28,"161,877",https://www1.president.go.kr/petitions/581709
194,기타,진주 '계획형 방화·살인사건'에 초기 부실한 대처로 예견된 사건을 막지 못한 경찰들 및 관련자들의 엄중한 수사를 부탁드립니다.,2019-05-18,"160,431",https://www1.president.go.kr/petitions/579622
195,기타,윤석렬 총장에 대한 법무부 감찰을 요청합니다,2020-04-11,"156,433",https://www1.president.go.kr/petitions/586611
196,육아/교육,아동학대로 오해받던 교사가 자살했습니다,2018-11-14,"156,237",https://www1.president.go.kr/petitions/407079
197,정치개혁,자유한국당 해산심판 요청,2018-05-28,"153,735",https://www1.president.go.kr/petitions/214435
198,육아/교육,내 집에서 1년넘게 11살 아들이 방문 교사에게 목 졸림과 폭행을 당했습니다.,2020-03-04,"150,230",https://www1.president.go.kr/petitions/584698
199,안전/환경,"""감옥에 갔다 와서 칼로 죽여버리겠다""",2018-08-02,"147,885",https://www1.president.go.kr/petitions/294032
200,교통/건축/국토,서울 강남구 재건축 지역에 탈북자 새터민 아파트 의무비율로 법제화 시켜주세요.,2020-05-16,"146,714",https://www1.president.go.kr/petitions/588116
201,교통/건축/국토,경사진주차장에 경고문구 의무화와 자동차 보조제동장치 의무화를 요청합니다,2017-12-06,"146,068",https://www1.president.go.kr/petitions/26517
202,인권/성평등,포항 약국 칼부림 사건의 가해 남성을 제대로 처벌하라.,2018-12-18,"142,715",https://www1.president.go.kr/petitions/445550
203,정치개혁,공수처 29일 강행 결사 반대합니다,2019-11-13,"141,561",https://www1.president.go.kr/petitions/583098
204,인권/성평등,"*** 불법 향응 소비, 범죄 가담 VVIP 고객 수사 착수 및 유착 공권력 특검, 청문회를 청원합니다",2019-06-14,"140,838",https://www1.president.go.kr/petitions/580201
205,안전/환경,"“너 뿐만 아니라, 너의 친구들까지도 모조리 찾아 죽이겠다.”",2019-03-21,"140,832",https://www1.president.go.kr/petitions/531647
206,행정,대학교 개강 연기에 따른 등록금 인하 건의(02.29),2020-04-01,"138,378",https://www1.president.go.kr/petitions/586015
207,인권/성평등,"** 공설화장장, 강제 자살 할 수밖에 없었던 직원.. 재수사 청원합니다.",2019-07-13,"136,367",https://www1.president.go.kr/petitions/580830
208,기타,"대한항공 개인회사의 ""대한"" , 영문명 ""korean air"" 의 명칭 사용금지 요청",2018-05-13,"135,212",https://www1.president.go.kr/petitions/198071
209,육아/교육,교원 성과급 폐지를 강력히 요청합니다.,2017-12-24,"134,637",https://www1.president.go.kr/petitions/50257
210,인권/성평등,2017년 8월 저희 딸의 하의가 모두 벗겨진 채 추락사를 당했습니다,2020-06-18,"134,597",https://www1.president.go.kr/petitions/589037
211,행정,유튜버 '유정호'에 대한 감형및 판결근거를 정확하게 제시해주세요,2019-02-25,"133,546",https://www1.president.go.kr/petitions/507782
212,인권/성평등,*** 가해자들을 강력처벌하고 집중단속해서 이런일이 두번 다시 일어나지 않게 강하게 처벌해주세요,2019-12-29,"133,313",https://www1.president.go.kr/petitions/583803
213,보건복지,희귀난치병 보험혜택 절실합니다. 다른 병들과 똑같이 생사가 걸린 문제입니다.,2018-08-18,"132,423",https://www1.president.go.kr/petitions/311939
214,육아/교육,"역차별, 현장 갈등 유발하는 교육공무직에 대해 다음과 같이 요구합니다.",2020-04-15,"131,934",https://www1.president.go.kr/petitions/586743
215,행정,권영진 대구시장의 파면을 요구합니다,2020-03-28,"131,532",https://www1.president.go.kr/petitions/585800
216,반려동물,배변비닐 화상학대견 미오,2019-07-27,"125,994",https://www1.president.go.kr/petitions/581113
217,기타,"n번방 창시자인 갓갓, 와치맨, 개인 정보 조회에 가담했던 사회복무요원까지 처벌해 주세요",2020-04-22,"125,662",https://www1.president.go.kr/petitions/587009
218,인권/성평등,청소년이란 이유로 보호법을 악용하는 잔인무도한 청소년들이 늘어나고있습니다. 반드시 [소년법]은 폐지해야합니다.,2017-11-02,"125,343",https://www1.president.go.kr/petitions/1798
219,육아/교육,코로나때문에 3살아이를 폭행했다는 어린이집 원장,2020-05-07,"125,305",https://www1.president.go.kr/petitions/587867
220,정치개혁,문재인대통령의 탄핵을 반대합니다!!~,2020-03-27,"123,848",https://www1.president.go.kr/petitions/585687
221,기타,'일간베스트'사이트를 폐지해주세요,2017-11-04,"123,530",https://www1.president.go.kr/petitions/19313
222,인권/성평등,해외 사이트를 기반으로 한 무분별한 일반인 모욕 사진의 유포를 처벌해주세요.,2017-12-30,"123,288",https://www1.president.go.kr/petitions/55256
223,외교/통일/국방,남성만의 실질적 독박 국방의무 이행에서 벗어나 여성도 의무 이행에 동참하도록 법률개정이 되어야 합니다.,2017-09-14,"123,204",https://www1.president.go.kr/petitions/899
224,행정,부평구청의 편파․편향 행정 처리를 고발합니다.,2020-01-19,"123,152",https://www1.president.go.kr/petitions/584124
225,보건복지,간호조무사의 명칭을 조무사로 바꿔주세요,2019-09-21,"121,636",https://www1.president.go.kr/petitions/582209
226,기타,제주도 전기톱사건  ...도와주세요,2019-10-06,"117,978",https://www1.president.go.kr/petitions/582517
227,반려동물,동물보호법을 강화해주세요,2019-11-17,"117,802",https://www1.president.go.kr/petitions/583156
228,반려동물,동묘시장 임신한 고양이 학대사건 고발합니다.,2020-07-12,"117,189",https://www1.president.go.kr/petitions/589669
229,보건복지,35세 산모가 자연분만하다가 하늘나라로 갔습니다.(남편입니다) 의료 과실치사 진상조사바랍니다.,2018-10-23,"116,779",https://www1.president.go.kr/petitions/388917
230,인권/성평등,"최악의 성범죄자 방임, 피해자 또 발생, 경찰 검사 자신들의 부조리를 덮으려 각종 거짓말과 부정행위 사건 조작 사건을 은폐하려 ‘불기소 처분’ 정말 억장이 무너집니다ㅠ",2020-06-08,"115,854",https://www1.president.go.kr/petitions/588736
231,문화/예술/체육/언론,"청와대 기자단, 해외 수행 기자단 제도의 폐지를 청원합니다.",2018-01-13,"115,453",https://www1.president.go.kr/petitions/66242
232,인권/성평등,범죄의 온상인 일간베스트 사이트 폐쇄를 청원합니다.,2020-04-25,"115,451",https://www1.president.go.kr/petitions/587212
233,인권/성평등,가정폭력과 암투병으로 힘든 시간을 보내고 세상을 떠난 우리언니 이혼시켜주세요.,2019-06-15,"114,181",https://www1.president.go.kr/petitions/580253
234,정치개혁,나경원 특검(혹은 국정조사)으로 나경원 원내대표님의 억울함을 풀어드리고 싶습니다.,2019-02-18,"114,053",https://www1.president.go.kr/petitions/500653
235,육아/교육,개학을 연기하고 휴업단계를 3단계로 올려주세요,2020-04-08,"113,495",https://www1.president.go.kr/petitions/586510
236,외교/통일/국방,국가 기밀을 유출ㆍ공개한 국회의원 강효상과 외교부 직원을 모두 강력히 처벌해주시기 바랍니다.,2019-06-22,"113,458",https://www1.president.go.kr/petitions/580391
237,안전/환경,제아들의억울한죽음에 죽을것만같습니다..,2019-10-31,"112,789",https://www1.president.go.kr/petitions/582924
238,행정,귀화가 아닌 3년거주 외국인의 지방선거 선거참여 당장 철회해 주세요!,2018-07-14,"112,124",https://www1.president.go.kr/petitions/270378
239,인권/성평등,이성은 경찰청 성평등정책담당관의 해임을 청원합니다.,2018-07-29,"111,233",https://www1.president.go.kr/petitions/289685
240,안전/환경,미세먼지 중국에 대한 항의 청원합니다.,2019-03-28,"110,939",https://www1.president.go.kr/petitions/540316
241,경제민주화,김기식 금감원장님을 무슨일이 있어도 지켜주세요!!,2018-05-10,"110,641",https://www1.president.go.kr/petitions/193553
242,인권/성평등,"개헌안, 차별금지법의 독소조항이 포함된 <국가인권정책 기본계획>을 즉각 철회해 주십시오.",2018-07-27,"110,110",https://www1.president.go.kr/petitions/286759
243,보건복지,디스크 수술 후 의료과실로 사망한 제 딸의 억울함을 풀어주세요.,2020-01-26,"109,946",https://www1.president.go.kr/petitions/584218
244,외교/통일/국방,"남북정상 담소 장면을 찍으며 ""지*하네""라고 말한 카메라 기자를 엄벌해 주십시오.",2018-10-22,"109,917",https://www1.president.go.kr/petitions/387845
245,인권/성평등,아버지란 이름의 성폭력 가해자를 벌해주십시오,2019-12-28,"109,696",https://www1.president.go.kr/petitions/583777
246,성장동력,다목적 방사광 가속기’는 꼭 호남권에 유치되어야 합니다.,2020-05-27,"109,583",https://www1.president.go.kr/petitions/588424
247,정치개혁,코로나 19 대책 및 문재인 대통령 하야추천,2020-04-01,"109,305",https://www1.president.go.kr/petitions/586081
248,문화/예술/체육/언론,SBS 거짓보도에 공식사과 요청 및 이** 기자 처벌요청,2020-06-03,"108,597",https://www1.president.go.kr/petitions/588509
249,정치개혁,'검찰총장'을 '검찰청장'으로 개명해 주십시오.,2019-10-11,"107,711",https://www1.president.go.kr/petitions/582648
250,정치개혁,"국회법 제 165조 및 제 166조에 의거, 사개특위 회의를 방해한 자유한국당 의원들의 처벌을 바랍니다.",2019-05-26,"107,640",https://www1.president.go.kr/petitions/579750
251,인권/성평등,남녀 동일가치노동에서 동일임금지불과 더불어 임금 공개 의무화를 통한 임금격차 해소,2018-04-05,"107,512",https://www1.president.go.kr/petitions/159655
252,행정,경주시장 주낙영의 해임건의를 간곡히 청원합니다!,2020-06-21,"107,510",https://www1.president.go.kr/petitions/589150
253,외교/통일/국방,k9자주포 폭발사고 진실을 규명해주세요,2018-05-31,"106,291",https://www1.president.go.kr/petitions/218377
254,육아/교육,7월 16일 외국인 건강보험 당연가입 철회 청원,2019-06-08,"106,280",https://www1.president.go.kr/petitions/580061
255,정치개혁,이명박 전 대통령 출국 금지 청원,2017-12-10,"105,942",https://www1.president.go.kr/petitions/31254
256,육아/교육,수능최저폐지 반대 및 학생부종합전형 축소를 원합니다.,2018-04-24,"105,487",https://www1.president.go.kr/petitions/175020
257,인권/성평등,몰카 등 성폭행 가해자 처벌 건에 대하여,2018-06-10,"105,341",https://www1.president.go.kr/petitions/229990
258,안전/환경,슬리핑 차일드 체크 제도를 도입해주세요.,2018-08-16,"104,613",https://www1.president.go.kr/petitions/309433
259,정치개혁,엘리엇과의 소송에 제출된 법무부 답변서 관련 의혹에 대해 진상조사와 감사를 청원합니다,2018-09-21,"104,268",https://www1.president.go.kr/petitions/350397
